Economy,"The flight was fine, the food was fine and the flight crew did their best.
I took inflatable pillows, an inflatable neck supporter, eye mask, headphones and a emergency foil blanket to make myself comfortable.
Returning home, I waited an hour to pick up my luggage ... lesson learned, travel light to avoid delays",8 February 2018,Newark - Jaipur,ui_bubble_rating bubble_40,International,Luggage Delay at Newark,neutral,0.0
Economy,"BEst Experience for a local travel ever. Spacious big flight with no charges to select your seat . Nice authentic Indian Meal - can be done better , Good Price . Nice timings one reaches cochin at 8 am. IN flight entertainment. I hope Air India could have survived without the privatization.",7 February 2018,New Delhi - Kochi (Cochin),ui_bubble_rating bubble_50,Domestic,Best local airline,positive,0.5
Economy,"The flight was supposed to be TRV-DEL-JAI however, Air India then rescheduled the flight from DEL-JAI to be taking off before the TRV-DEL flight had landed. This meant that the choice was either a 35 hour flight with 3 stopovers or moving it to a day earlier. Which after a 45 minute call on confirming the details were still the...",7 February 2018,Trivandrum - Jaipur,ui_bubble_rating bubble_20,Domestic,"No customer services, poor flight experience",negative,-0.4
Economy,Very disappointing flight both ways. Staff very unhelpful and rude. . TVs didn't work on the outbound flight. Food terrible and cold. Staff didn't offer drinks during the flight in between meals. It was a long flight and was very uncomfortable,6 February 2018,Birmingham - New Delhi,ui_bubble_rating bubble_10,International,Poor,negative,-0.4
Economy,"Air India was a suppressing good airline,over the last few years 2-3 years have heard that they are trying hard, the in flight service and meals suppressing good and a very good leg space",6 February 2018,London - Ahmedabad,ui_bubble_rating bubble_40,International,supprised,neutral,0.0
Economy,"Premium Economy is concept popularized by many international carriers, but Air India economy cabin is already better then in comparison to other indian airlines aircraft carrier, plus pilot skills depends on every flight but overall air india pilots experience and in flight crew hospitality is at par and is quite original instead of artificial like others. The crew are veteran...",6 February 2018,Bhopal - New Delhi,ui_bubble_rating bubble_50,Domestic,Maharaja word is aptly applied when you travel in Air India,positive,0.6
Economy,"The check in at counter was very smooth. The flight was from International Airport and staff were cooperative explaining procedures.
The cabin and seat were hygenic",6 February 2018,Ahmedabad - Mumbai,ui_bubble_rating bubble_40,Domestic,Air India has improved its service dramatically since last 2 years,neutral,0.0
Economy,"Nice flight, nice food and good legroom that is what everyone looks for and that is what i got. What more the flight was just delayed by 30 minutes which they made up during the flight. The plane was neat and clean and the hostess were efficient and soft spoken.",6 February 2018,Vijayawada - New Delhi,ui_bubble_rating bubble_40,Domestic,Nice flight,positive,0.6
Economy,"Honestly the worst service I have ever experienced on and off a plane , no leadership or compensation for not having enough staff meaning flights were delayed and passengers made to sort themselves out. Even the aftercare was poor and no one I spoke to got any refund or response from the complaints team.",6 February 2018,London - Mumbai,ui_bubble_rating bubble_10,International,Jet Airway are soooo poor do not fly with them ,negative,-0.4
Economy,I have travelled in the past also on air India but now I have decided not to travel in future on this airline.There is nothing good to write about.,5 February 2018,New Delhi - Newark,ui_bubble_rating bubble_10,International,Horrible service,negative,-1.0
Economy,Not as comfortable as the larger airlines. Service haphazard. Meal choices poor. Take off and landings very good.,5 February 2018,London - New Delhi,ui_bubble_rating bubble_30,International,"WE FLEW WITH JETAIR, WHICH SEEMS TO BE A POOR RELATION OF AIR INDIA! (?)",negative,-0.5
Economy,"I was traveling back from London to Delhi on Air India AI162, flight was good, no problem, reached delhi before time.
Food & liquor was fine as well. No complains",5 February 2018,London - New Delhi,ui_bubble_rating bubble_50,International,Good Flight. No complains,positive,0.7
Economy,"The flight was short, so poor service was not a big issue. The food was very nice and the aircraft was not that bad, but the flight attendants were not helpful at all. They never came to assist when you try to call for help. I wouldn't ask for more due to the relatively low price.",5 February 2018,Hong Kong - Osaka,ui_bubble_rating bubble_30,North Asia,Poor service but food was good,positive,0.15
Economy,"I have been flying with Air India for past 6 years and recently I took the SFO to Delhi flight. I must say their service has been improving. Enjoyed the food, the courteous staff and the in flight entertainment. It was a 16 hour flight, which at onsite seemed extremely long, but once you are on board, you don't feel...",4 February 2018,San Francisco - New Delhi,ui_bubble_rating bubble_50,International,Excellent experience. AI has been improving consistently!!!,positive,0.744140625
Economy,"Too a flight from Delhi to Goa on 24/1 at 12:50. Check in very quick, flight itself all good. Got hot lunch which was not expected on a domestic flight. Shops at Delhi airport expensive, cheaper in London",3 February 2018,New Delhi - Goa,ui_bubble_rating bubble_40,Domestic,Good flight,positive,0.7
Business Class,"AI 334 from New Delhi to Bangkok on 21 January. We booked Business Class tickets. Even the seats did not recline. This is the worst possible way to travel on an overnight flight, particularly if you have paid a Business Class fare and at least want to rest, if not sleep. Even the dinner service, which most passengers in Business...",3 February 2018,New Delhi - Bangkok,ui_bubble_rating bubble_10,Southeast Asia,Awful flight,negative,-1.0
Economy,"Travelled on the flight AI 013 from Delhi to Ahmedabad,
We had arrived in Delhi from Jodhpur on AI 476, so had the boarding passes already that were issued in Jodhpur, and also our bags were tagged to Ahmedabad, so we had only our hand/carry-on baggage with us.
We arrived at Delhi Airport at around 4:20 pm, and were directed...",3 February 2018,New Delhi - Ahmedabad,ui_bubble_rating bubble_50,Domestic,Excellent flight,positive,1.0
Economy,"Took the Air India flight AI 476 from Jodhpur to Delhi.
Since we had booked a ticket to Ahmedabad via Delhi from Jodhpur, our luggage was through checked-in and we got boarding pass for both the sectors (JDH - DEL, DEL - AMD).
The aircraft (VT PPA), though about 10 yrs old, was well maintained. Crew was smiling and helpful....",3 February 2018,Jodhpur - Ahmedabad,ui_bubble_rating bubble_50,Domestic,Pleasant and nice,positive,0.666666666667
Economy,"Air India Airline offers really offers a great experience to it's customers offering more check-in(25) and hand baggage(8+4) allowance then other airlines at no extra charge. In case you still want more then you can certainly avail that by paying. It also offers you free meal/snacks.
Particular to this flight:
1. This flight will always be delayed as it comes...",3 February 2018,Goa - Bengaluru,ui_bubble_rating bubble_30,Domestic,Great Experience but this flight will mostly be DELAYED,positive,0.65
Economy,"Our flight was cancelled when we got to the airport in New Delhi, they said delay but it was just one flight on the following day which already existed.
We where supposed to leave at 23h and finally did but with BA at 11h the next morning as the air India flight was not until 15h on the following day....",3 February 2018,New Delhi - London,ui_bubble_rating bubble_10,International,Flight canceled and terrible customer service ,negative,-1.0
Business Class,"altogether a very good flight in a dreamliner,staff were pleasant and heloful but were not au fait with the screens and we had difficulty finding the english language for films. food was good but drink selection limited.",3 February 2018,London - New Delhi,ui_bubble_rating bubble_40,International,pleasant flight,positive,0.733333333333
Business Class,"I read many negative reviews about Air India. I decided to try it anyway as they have the only nonstop flight from Chicago to New Delhi. What a great surprise. The flight was smooth and staff attentive. The food and wine were really, really good. Terrific service. Seats laid out flat and I slept like a baby. All the video...",2 February 2018,Chicago - New Delhi,ui_bubble_rating bubble_40,International,Pleasantly surprised,positive,0.1
Economy,The flight was comfortable and value for the money. traveled first time in Air India. customer service very good. seat comfort is average. flight stated on time and reached the destination by 10 min late. check in and boarding is comfortable.,2 February 2018,Tirupati - Hyderabad,ui_bubble_rating bubble_40,Domestic,good trip from Tirupathi to Hyderabad,positive,0.7
Economy,Having read some of the reviews I was not expecting great service but honestly the staff were all brilliant from the check in to the cabin crew they couldn't do enough and some of the passengers were quite demanding . The food was not to my taste but as most of the passengers were Asian origin you can't complain if...,2 February 2018,Birmingham - New Delhi,ui_bubble_rating bubble_40,International,Good personnel very efficient and hardworking,positive,0.45
Economy,Nothing to brag about. But one needs to confirm directions provided by the staff at the check in counter. After checking my baggage I was asked to proceed for Security check. New Delhi Airport has 2 separate points for this. One is for domestic flights and the other for International. The staff behind baggage counter simply pointed in the general...,2 February 2018,New Delhi - Colombo,ui_bubble_rating bubble_30,Asia,Flying Air India,neutral,0.0
Economy,The two legs of domestic travel were no better than a cattle car. Literally the dirtiest interior cabin I have ever experienced. The service was tired and humorless. The international flight we took from New Delhi to Sydney was on a brand new plane and was spotless. The service was notably better and we had a very pleasant experience. It...,2 February 2018,New Delhi - Sydney,ui_bubble_rating bubble_30,International,2*s for domestic travel and 4*s for international travel,neutral,0.0
Economy,"My grievance is the AI personnel at the check in counter. Flight was leaving at 5.30pm and when I checked in at 4.20pm, they said counter and gate was closed. There were 51 people waiting to check in but the counter personnel did not do anyhting until I started to make noise. We finally all got checked and managed to...",1 February 2018,New Delhi - Chennai,ui_bubble_rating bubble_30,Domestic,Recnt trip from Delhi to Chennai or AI 42,neutral,0.0
Economy,"Our return trip from Kathmandu to Goa was disaster, only because of Air India.
We paid a lot of money to get reasonable traveling time, it was supposed to be around 7 hours, when we finally reached Goa we have travelled nearly 20hours! We paid a lot for nothing!
All the flights were late/delayed, flight personnel did not give us...",1 February 2018,Kathmandu - Goa,ui_bubble_rating bubble_10,Asia,"The worst airline experience, arrogant personnel, not at the level required by the job, all the flights delayed etc. etc",negative,-1.0
Business Class,The flight was comfortable and plenty of food to eat. The service was also good. I cannot complain about anything except that plane was looking bit worn out.,1 February 2018,New Delhi - Melbourne,ui_bubble_rating bubble_50,International,Good service,positive,0.7
Economy,Direct flight from Madrid to Delhi. The entertainment on board is very poor. The flights were punctual,1 February 2018,Madrid - New Delhi,ui_bubble_rating bubble_40,International,Good experience,positive,0.7
Economy,"A lot of positive changes are happening in Air India.
Despite Jan being a month of delays and cancellations, my both flights of Chennai- Mumbai and Mumbai-Raipur were bang on time.
The check in was prompt and efficient and the person who handled my check in was a cheerful person with a pleasant attitude about him.
The meal served on...",1 February 2018,Chennai - Raipur,ui_bubble_rating bubble_40,Domestic,Maharaja is king.,neutral,0.0
Economy,"Nice ambiance, service is also good. Food is great, my favorite part in their food is they add a local touch like if you are travelling to Kolkata, you get some Kolkata items like rosogolla in the snack or dinner or lunch, same applies for other states. Crews are also great at their service and behavior.
Need to work on...",1 February 2018,Srinagar - Kolkata,ui_bubble_rating bubble_40,Domestic,"Good Service, comfortable journey",positive,0.55
Economy,"It was delayed, as usual, food was average, services were robotic... but with a smile!!
I would pay 10-15% more and go by Thai if AI does not improve within a reasonable timeframe. Means that the employees needs to be “re-trained” the importance of priorities, responsibilities and giving equal respects to paying customers.
Benefits are, you still gets to smell...",1 February 2018,New Delhi - Bangkok,ui_bubble_rating bubble_30,Southeast Asia,Nice though,positive,0.6
Economy,Flight was on time for a change and were served with decent food. Flight time was changed and before schedule time... this helped us reach mumbai on time.,1 February 2018,Chandigarh - Mumbai,ui_bubble_rating bubble_30,Domestic,Return trip from Chandigarh,neutral,0.0
Economy,I fly roughly 60-80 times between Dharamshala and Delhi every year and I can tell you that even though I would not prefer Air India on any other route I would give them 100 percent on this one. There are two flights a day from Delhi and vice Versa. Please be patient if there is a delay since weather rapidly...,1 February 2018,New Delhi - Dharamsala,ui_bubble_rating bubble_50,Domestic,Choose Air India on the Dharamshala Sector ,neutral,0.0
Economy,Air India 401 start time 6.50 am from Del- kol is a Dreamliner and have a good sitting and leg space. It is indeed nice to fly and enjoy the veg meal and reach timely. I am glad to travel in that flight as it gives a nice experience as it comes with entertainment systems and you can watch TV...,1 February 2018,New Delhi - Kolkata,ui_bubble_rating bubble_40,Domestic,Nice flight,positive,0.6
Economy,"Smooth take off and convenient landing... On time, no delays, very good food. Only that, non veg is not served here.",1 February 2018,New Delhi - Chennai,ui_bubble_rating bubble_50,Domestic,On time flight with very good food,positive,0.91
Business Class,The Dreamliner business class was the best travel I have had. The flight experience and the service was very good and I would travel on the Dreamliner again any day.,1 February 2018,Mumbai - London,ui_bubble_rating bubble_40,International,Fly the Dreamliner!,positive,1.0
Economy,Was pleasantly surprised with the service and politeness of the staff... cleanliness could do with a lot of improvement .. it was an old aircraft so the trays and pockets were falling apart... food was very decent ..,31 January 2018,Khajuraho - New Delhi,ui_bubble_rating bubble_40,Domestic,Surprisingly good service,positive,0.7
Economy,"Namaste! This is my first time traveling with Air India and to be honest, the service was good, I can’t complain. Maybe they need to improve with the individual screens, the touch screen was not working in mine, they I managed to use with the control. I try for the first time Vegan food and was good. What I like...",31 January 2018,Copenhagen - New Delhi,ui_bubble_rating bubble_40,International,Air India,neutral,0.0
Economy,"The seats sag, there are torn or broken seat pockets, the food is unimaginative and sadly, even the service which used to be a saving grace is lacklustre and sluggish . Patriotism apart, it is difficult to see what would make one fly this airline. But it does score over other domestic Indian airlines in that the baggage allowance is...",31 January 2018,Mangalore - Mumbai,ui_bubble_rating bubble_30,Domestic,Fall from grace,neutral,0.0
Business Class,Travelled with Air India business class on a recent holiday. It was a great price compared to some other airlines so value for money was good. Food and service were both great and lie flat seat was a godsend on a long flight. Only reason I won't give five stars is that my seat and my wife's were both faulty...,30 January 2018,London - New Delhi,ui_bubble_rating bubble_40,International,Not perfect but would use them again,negative,-0.5
Economy,"For me, the Dreamliners service of Air India between Kolkata and New Delhi is the best option to fly between these two metros. The ticket price is competitive with the no-frill airlines but Air India offers excellent food of Taj-sats, extra free baggage allowance than any other and most importantly, a nice flight in a Dreamliner with personal video to...",30 January 2018,Kolkata - New Delhi,ui_bubble_rating bubble_40,Domestic,Dreamliner from Kolkata to Delhi,neutral,0.0
Economy,"check in process was good even boarding was on time well organized ,
flight on time comfortable flight",30 January 2018,Jodhpur - New Delhi,ui_bubble_rating bubble_50,Domestic,on time,neutral,0.0
Economy,i visited for a business trip and it was on time and also offered good food to keep us entertained in the 2.5 hr flight,30 January 2018,Mumbai - Chandigarh,ui_bubble_rating bubble_50,Domestic,it is a good one for decent business travel,positive,0.433333333333
Economy,Flying Air India to Mumbai was a bad decision. Firstly they are expensive tickets and then takeoff/land at International airport. Checking in and check out is a major problem. Luggage takes too much time to come out. Worse part is getting Ola or Uber takes too much time. Number of passenger makes wait time long plus we end up paying...,30 January 2018,Kochi (Cochin) - Mumbai,ui_bubble_rating bubble_20,Domestic,Absolute bad decision,negative,-0.25
Economy,"It was a good flight given that I was only flying domestic but I believe that was due to fact that flight was further going on international route and it was just a stopover in Delhi. But for me it was good as the flight was good and food wasn't bad.
On the other hand, flight was delayed for more...",30 January 2018,Mumbai - New Delhi,ui_bubble_rating bubble_40,Domestic,A warm and motherly welcome!,positive,0.8
Economy,"Although air india does have many negative reviews, i think, after flying the same journey 4 times, air india is actually a very comfortable airline to travel with. The seat was very clean, as was the cabin. Food was okay (average for all planes) and the staff were also very helpful. A few downsides are that, once they messed up...",29 January 2018,London - New Delhi,ui_bubble_rating bubble_40,International,Overall a nice airline,positive,0.3
Economy,It was a flight from BHUJ to Mumbai in the morning! Check in was quick and easy. Saw this new type of cable tie which were used to secure the luggage. The plane was ATR 600. It was clean. One of the tray table had a missing screw. The food was not so good. And they didn't serve the tea...,29 January 2018,Bhuj - Mumbai,ui_bubble_rating bubble_40,Domestic,"On time, great service, good plane",positive,0.75
Economy,"Very good flight, crew very friendly and we even got breakfast as it was an early morning flight, we were not expecting food for a short journey. Smooth take off and landing and we could have 25kg luggage, obviously for our few days away we didn't have much because our return flight with another airline only had 15kg each so...",29 January 2018,Surat - New Delhi,ui_bubble_rating bubble_50,Domestic,Air India flight from Surat to Delhi was comfortable and crew very friendly.,positive,0.44375
Economy,"traveled on bikaner-delhi. ATR 42-300 aircraft. Aircraft looked new. It arrived late in Bikaner so departed late at 3.30 pm (instead of 3.10 pm), still it was announced during the flight that it left on time. Food - almost nothing. Just a small cold sandwich. AIr India should improve on food part. 2 flight stwewards, young. The one doing the...",29 January 2018,Bikaner - New Delhi,ui_bubble_rating bubble_40,Domestic,"Good airline, but lots of improvement needed, need to be more punctual, food is too less",positive,0.344444444444
Business Class,"My first trip involving short haul travel in India. It seems that flights in India are either very very expensive (this one) or very very cheap (between major cities) depending on the degree of competition. This ticket was over £300 one way for a 1 hour in the air flight, booked 2 months ahead.
Unsurprisingly at these prices, business class...",29 January 2018,Kolkata - Yangon (Rangoon),ui_bubble_rating bubble_30,Southeast Asia,"Very expensive, and very poor interior condition of the aircraft. Otherwise fine",negative,-0.251111111111
Economy,"It was a great experience, new 787 Dreamliner plane, nice a gentle crew, on the ground and on board, and very good service and food during flying.
Overall great experience and I would not hesitate to fly AirIndia again.",29 January 2018,Singapore - New Delhi,ui_bubble_rating bubble_50,Asia,"A lot of concerns before flying,,,,",neutral,0.0
Economy,"Air India is improving day by day,We Travelled Dubai to Delhi in Jan 2018 ,Flight was on time and landed well on time,On board experience is good, food quality is good, but i must suggest air india kindly improve your cabin crew and their outfit which is far behind then others Although Air India is good .All the best",29 January 2018,Dubai - New Delhi,ui_bubble_rating bubble_50,International,Dubai 2018,neutral,0.0
Economy,On time departure from Hyderabad Airport. Have decent in-flight entertainment system.The special meal that I ordered (lcml) was delivered first and had awesome taste.,28 January 2018,Hyderabad - New Delhi,ui_bubble_rating bubble_40,Domestic,good,positive,0.7
Economy,"This was the most basic flight I have been on in years. I mean, we got to and from destinations fine but I am talking absolutely no frills for the 3.5 hour flight. Basic snack on the way to Colombo and mediocre at best breakfast on the way back from Colombo. No screens, very outdated bathrooms, uncomfortable chairs, really just...",28 January 2018,New Delhi - Colombo,ui_bubble_rating bubble_30,Asia,It was ok but very basic and nothing great,positive,0.433333333333
Economy,"We booked 4 flights with Air India for Dec 2017/Jan 2018 and found the airline to be the worst airline we’ve ever travelled with.
On our first flight from Delhi to Kullu on 25/12/17 we were denied check-in and boarding passes despite the info boards still showing check in as ‘Open’. We spoke to the Manager who looked at the...",28 January 2018,New Delhi - Kullu,ui_bubble_rating bubble_10,Domestic,WARNING: DO NOT USE AIR INDIA!,neutral,0.0
Economy,"Hi,
Ticket number - 0985778057844
AI 173
Date 16th Dec
My family from India travel in AirINDIA 6-8 times a year from Inida-USA. This was my 1st trip in AirIndia with my infant. I had requested for a bassinet seat and i was promised and assured a seat when i called the call center and upon asking for confirmation i...",28 January 2018,Pune - San Francisco,ui_bubble_rating bubble_20,International,"Poor infant service ,rude air hostess and staffs. Faulty entertainment system and dirty",negative,-0.433333333333
Economy,On time departure from Delhi International Airport. Have decent in-flight entertainment system though there was a problem with my system. Rest had a smooth experience starting from take off to landing.,27 January 2018,New Delhi - Mumbai,ui_bubble_rating bubble_40,Domestic,"My AI-315 experience was nice, 737 Boeing was coming from HK to BOM via DEL",positive,0.6
Economy,Had bulkhead seat for free and the flight itself was awesome. The special meal that I ordered (lcml) was delivered first and had awesome taste. Also the crew was at its best. There was slightl delay due to weather conditions but nothing to blame to airline.,27 January 2018,New Delhi - Mumbai,ui_bubble_rating bubble_40,Domestic,Best flight ever,positive,1.0
Economy,Travelling from Srinagar was one of the worst experience. The ground staff are very rude. The baggage check in take lot of time.The ground staff are very bias toward their own people. It was a terrible experience.,27 January 2018,Srinagar - New Delhi,ui_bubble_rating bubble_10,Domestic,Worst experience,negative,-1.0
Economy,"Recently flew from Delhi to Jaipur on ATR .
Flight was delayed for over an hour and Air India informed about it a day prior on mobile calls twice, SMS and email....wonder why the exuberance!!
At the time of boarding there was an over powering official of Air India who did not seem to want the flight to leave. At...",26 January 2018,New Delhi - Jaipur,ui_bubble_rating bubble_30,Domestic,Turbulent flight......,neutral,0.0
Economy,Delhi to Madrid a direct flight specially in a dreamliner 787 it was fun. Flight took off on time landed just on time. Good service but food could have been better. Overall highly recommend.,25 January 2018,New Delhi - Madrid,ui_bubble_rating bubble_40,International,Maharaja is up and running!,neutral,0.0
Economy,"We were late to reach Mumbai airport due to unexpected heavy traffic and the Air India ground staff at T2 helped us in such a way that we could catch the flight. They took us ahead, arranged a separate person to help us on a separate counter and guided us to the proper gate so we could catch the flight....",25 January 2018,Mumbai - Bhubaneswar,ui_bubble_rating bubble_50,Domestic,"Friendly, helpful ground staff, good food on flight",positive,0.5375
Economy,"Everything was good expect there one crew member... We asked for coffee but that guy didn't brought the coffee ...
Food was good, aircrafts were maintained and clean, air pressure was being maintained and the flight was before time.",25 January 2018,New Delhi - Chennai,ui_bubble_rating bubble_40,Domestic,Pretty good experience ,positive,0.475
